change_percent,change_value,first,gregorian_date,last,max,min,solar_date
0.09%,10500,"12,115,000",2017/04/08,"12,025,000","12,115,000","12,005,000",1396/01/19
0.58%,70000,"12,095,000",2017/04/06,"12,095,000","12,125,000","12,080,000",1396/01/17
0.04%,5000,"12,090,000",2017/04/05,"12,100,000","12,120,000","12,010,000",1396/01/16
-0.12%,-15000,"12,050,000",2017/04/04,"12,085,000","12,110,000","12,040,000",1396/01/15
-0.37%,-45000,"12,040,000",2017/04/03,"12,040,000","12,040,000","11,985,000",1396/01/14
-0.04%,-5000,"12,035,000",2017/04/01,"12,035,000","12,035,000","12,035,000",1396/01/12
0.08%,10000,"12,030,000",2017/03/30,"12,045,000","12,055,000","12,015,000",1396/01/10
,0,"12,025,000",2017/03/29,"12,045,000","12,045,000","12,020,000",1396/01/9
0.27%,32000,"12,067,000",2017/03/28,"12,077,000","12,080,000","12,065,000",1396/01/8
-0.21%,-25000,"12,005,000",2017/03/27,"12,052,000","12,090,000","12,005,000",1396/01/7
-0.35%,-42000,"12,010,000",2017/03/26,"12,010,000","12,010,000","11,965,000",1396/01/6
-0.02%,-2000,"12,008,000",2017/03/21,"12,008,000","12,008,000","11,993,000",1396/01/1
-0.33%,-40000,"11,967,000",2017/03/18,"11,968,000","11,973,000","11,925,000",1395/12/28
-0.13%,-16000,"11,925,000",2017/03/16,"11,952,000","11,982,000","11,925,000",1395/12/26
-0.56%,-67000,"11,890,000",2017/03/15,"11,885,000","11,910,000","11,835,000",1395/12/25
-0.04%,-5000,"11,973,000",2017/03/14,"11,880,000","12,233,000","11,870,000",1395/12/24
0.87%,103000,"12,050,000",2017/03/13,"11,983,000","12,213,000","11,908,000",1395/12/23
0.98%,117000,"11,885,000",2017/03/12,"12,100,000","12,108,000","11,875,000",1395/12/22
-1.76%,-209000,"11,935,000",2017/03/11,"11,891,000","11,950,000","11,856,000",1395/12/21
0.45%,54000,"11,898,000",2017/03/09,"11,945,000","11,965,000","11,865,000",1395/12/19
-0.56%,-67000,"11,990,000",2017/03/08,"11,878,000","11,990,000","11,838,000",1395/12/18
0.99%,117000,"12,030,000",2017/03/07,"11,995,000","12,032,000","11,987,000",1395/12/17
0.17%,20000,"12,007,000",2017/03/06,"12,015,000","12,038,000","11,980,000",1395/12/16
-0.02%,-3000,"12,039,000",2017/03/05,"12,012,000","12,050,000","11,981,000",1395/12/15
0.14%,17000,"11,960,000",2017/03/04,"12,029,000","12,034,000","11,945,000",1395/12/14
-0.37%,-44000,"11,972,000",2017/03/01,"11,985,000","12,020,000","11,965,000",1395/12/11
0.23%,28000,"12,020,000",2017/02/28,"12,013,000","12,045,000","11,985,000",1395/12/10
0.22%,27000,"12,140,000",2017/02/27,"12,040,000","12,149,000","12,015,000",1395/12/9
0.87%,105000,"12,078,000",2017/02/26,"12,145,000","12,147,000","12,073,000",1395/12/8
-0.53%,-64000,"12,032,000",2017/02/25,"12,081,000","12,091,000","12,022,000",1395/12/7
-0.67%,-81000,"11,960,000",2017/02/23,"12,000,000","12,010,000","11,945,000",1395/12/5
-0.54%,-65000,"11,900,000",2017/02/22,"11,935,000","11,960,000","11,900,000",1395/12/4
-0.13%,-15000,"11,940,000",2017/02/21,"11,920,000","11,940,000","11,875,000",1395/12/3
0.08%,10000,"11,885,000",2017/02/20,"11,930,000","11,945,000","11,885,000",1395/12/2
-0.34%,-40000,"11,900,000",2017/02/19,"11,890,000","11,910,000","11,869,000",1395/12/1
,0,"11,970,000",2017/02/18,"11,890,000","11,975,000","11,883,000",1395/11/30
0.71%,85000,"11,943,000",2017/02/16,"11,975,000","11,985,000","11,922,000",1395/11/28
-0.6%,-72000,"11,897,000",2017/02/15,"11,903,000","11,932,000","11,833,000",1395/11/27
-0.22%,-26000,"11,845,000",2017/02/14,"11,877,000","11,922,000","11,835,000",1395/11/26
-0.31%,-37000,"12,005,000",2017/02/13,"11,840,000","12,005,000","11,820,000",1395/11/25
1.48%,175000,"12,013,000",2017/02/12,"12,015,000","12,053,000","12,005,000",1395/11/24
0.07%,8000,"11,988,000",2017/02/11,"12,023,000","12,028,000","11,963,000",1395/11/23
-0.25%,-30000,"12,023,000",2017/02/09,"11,993,000","12,070,000","11,978,000",1395/11/21
0.33%,40000,"12,102,000",2017/02/08,"12,033,000","12,120,000","12,003,000",1395/11/20
0.53%,64000,"12,132,000",2017/02/07,"12,097,000","12,175,000","12,087,000",1395/11/19
0.31%,38000,"12,007,000",2017/02/06,"12,135,000","12,135,000","11,990,000",1395/11/18
-1.36%,-163000,"11,970,000",2017/02/05,"11,972,000","12,030,000","11,952,000",1395/11/17
-0.06%,-7000,"11,876,000",2017/02/04,"11,965,000","11,965,000","11,876,000",1395/11/16
-0.66%,-79000,"11,877,000",2017/02/02,"11,886,000","11,936,000","11,850,000",1395/11/14
-0.41%,-49000,"11,890,000",2017/02/01,"11,837,000","11,940,000","11,797,000",1395/11/13
0.28%,33000,"11,697,000",2017/01/31,"11,870,000","11,905,000","11,687,000",1395/11/12
-1.52%,-178000,"11,760,000",2017/01/30,"11,692,000","11,760,000","11,672,000",1395/11/11
0.54%,63000,"11,730,000",2017/01/29,"11,755,000","11,775,000","11,720,000",1395/11/10
-0.13%,-15000,"11,749,000",2017/01/28,"11,740,000","11,780,000","11,698,000",1395/11/9
-0.14%,-16000,"11,771,000",2017/01/26,"11,724,000","11,794,000","11,714,000",1395/11/7
0.53%,62000,"11,797,000",2017/01/25,"11,786,000","11,836,000","11,752,000",1395/11/6
0.35%,41000,"11,860,000",2017/01/24,"11,827,000","11,895,000","11,817,000",1395/11/5
0.31%,37000,"11,792,000",2017/01/23,"11,864,000","11,894,000","11,792,000",1395/11/4
-0.7%,-82000,"11,663,000",2017/01/22,"11,782,000","11,792,000","11,663,000",1395/11/3
-1.24%,-144000,"11,777,000",2017/01/21,"11,638,000","11,800,000","11,630,000",1395/11/2
1.71%,199000,"11,844,000",2017/01/19,"11,837,000","11,865,000","11,782,000",1395/10/30
0.08%,10000,"11,858,000",2017/01/18,"11,847,000","11,872,000","11,812,000",1395/10/29
-0.02%,-2000,"11,889,000",2017/01/17,"11,845,000","11,907,000","11,815,000",1395/10/28
-0.07%,-8000,"11,865,000",2017/01/16,"11,837,000","11,933,000","11,819,000",1395/10/27
0.22%,26000,"11,767,000",2017/01/15,"11,863,000","11,878,000","11,717,000",1395/10/26
-0.86%,-101000,"11,978,000",2017/01/14,"11,762,000","11,997,000","11,752,000",1395/10/25
2.05%,241000,"11,979,000",2017/01/12,"12,003,000","12,060,000","11,979,000",1395/10/23
-0.47%,-56000,"11,933,000",2017/01/11,"11,947,000","11,977,000","11,874,000",1395/10/22
-0.41%,-49000,"11,875,000",2017/01/10,"11,898,000","11,920,000","11,865,000",1395/10/21
-0.24%,-28000,"11,776,000",2017/01/09,"11,870,000","11,886,000","11,757,000",1395/10/20
-0.56%,-66000,"11,919,000",2017/01/08,"11,804,000","11,945,000","11,736,000",1395/10/19
0.7%,83000,"11,808,500",2017/01/07,"11,887,000","11,942,000","11,675,000",1395/10/18
-1.25%,-147000,"11,687,500",2017/01/05,"11,740,000","11,745,000","11,630,000",1395/10/16
-0.97%,-113000,"11,576,000",2017/01/04,"11,627,000","11,655,000","11,497,000",1395/10/15
-0.61%,-70000,"11,596,000",2017/01/03,"11,557,000","11,720,000","11,472,000",1395/10/14
0.07%,8000,"11,508,500",2017/01/02,"11,565,000","11,635,000","11,382,000",1395/10/13
-0.92%,-105000,"11,304,500",2017/01/01,"11,460,000","11,507,000","11,102,000",1395/10/12
-1.4%,-158000,"11,462,000",2016/12/31,"11,302,000","11,645,000","11,279,000",1395/10/11
3.36%,380000,"11,778,500",2016/12/29,"11,682,000","11,915,000","11,642,000",1395/10/9
1.74%,203000,"12,038,500",2016/12/28,"11,885,000","12,250,000","11,827,000",1395/10/8
2.34%,278000,"12,070,000",2016/12/27,"12,163,000","12,223,000","11,917,000",1395/10/7
-2.52%,-299000,"11,846,000",2016/12/26,"11,864,000","11,985,000","11,707,000",1395/10/6
-1.29%,-151000,"11,653,000",2016/12/25,"11,713,000","11,713,000","11,593,000",1395/10/5
-1.25%,-145000,"11,529,000",2016/12/24,"11,568,000","11,586,000","11,472,000",1395/10/4
-0.79%,-91000,"11,474,000",2016/12/22,"11,477,000","11,493,000","11,455,000",1395/10/2
-0.14%,-16000,"11,455,500",2016/12/21,"11,461,000","11,494,000","11,417,000",1395/10/1
-0.43%,-49000,"11,399,500",2016/12/20,"11,412,000","11,414,000","11,385,000",1395/09/30
-0.21%,-24000,"11,379,500",2016/12/19,"11,388,000","11,393,000","11,366,000",1395/09/29
-0.08%,-9000,"11,380,000",2016/12/18,"11,379,000","11,395,000","11,365,000",1395/09/28
0.07%,8000,"11,388,500",2016/12/17,"11,387,000","11,400,000","11,377,000",1395/09/27
-0.04%,-5000,"11,393,500",2016/12/15,"11,382,000","11,415,000","11,372,000",1395/09/25
0.64%,73000,"11,445,500",2016/12/14,"11,455,000","11,467,000","11,424,000",1395/09/24
-0.25%,-29000,"11,415,500",2016/12/13,"11,426,000","11,436,000","11,395,000",1395/09/23
-0.11%,-12000,"11,381,500",2016/12/12,"11,414,000","11,423,000","11,340,000",1395/09/22
-0.45%,-51000,"11,367,000",2016/12/11,"11,363,000","11,387,000","11,347,000",1395/09/21
0.17%,19000,"11,385,500",2016/12/10,"11,382,000","11,410,000","11,361,000",1395/09/20
0.04%,5000,"11,386,000",2016/12/08,"11,387,000","11,400,000","11,372,000",1395/09/18
-0.12%,-14000,"11,367,000",2016/12/07,"11,373,000","11,395,000","11,339,000",1395/09/17
-0.2%,-23000,"11,365,500",2016/12/06,"11,350,000","11,388,000","11,343,000",1395/09/16
0.27%,31000,"11,374,000",2016/12/05,"11,381,000","11,429,000","11,319,000",1395/09/15
0.05%,6000,"11,385,500",2016/12/04,"11,387,000","11,450,000","11,321,000",1395/09/14
-0.63%,-71000,"11,229,500",2016/12/03,"11,316,000","11,319,000","11,140,000",1395/09/13
-1.42%,-158000,"11,166,500",2016/12/01,"11,158,000","11,189,000","11,144,000",1395/09/11
1.09%,122000,"11,241,000",2016/11/29,"11,280,000","11,280,000","11,202,000",1395/09/9
-0.7%,-78000,"11,191,000",2016/11/28,"11,202,000","11,220,000","11,162,000",1395/09/8
-0.52%,-58000,"11,097,500",2016/11/27,"11,144,000","11,155,000","11,040,000",1395/09/7
-0.87%,-96000,"11,054,000",2016/11/26,"11,048,000","11,105,000","11,003,000",1395/09/6
0.28%,31000,"11,083,000",2016/11/24,"11,079,000","11,104,000","11,062,000",1395/09/4
0.12%,13000,"11,118,500",2016/11/23,"11,092,000","11,168,000","11,069,000",1395/09/3
0.32%,35000,"11,077,000",2016/11/22,"11,127,000","11,132,000","11,022,000",1395/09/2
-1.06%,-117000,"11,007,000",2016/11/21,"11,010,000","11,032,000","10,982,000",1395/09/1
-0.06%,-7000,"11,014,500",2016/11/19,"11,003,000","11,046,000","10,983,000",1395/08/29
0.77%,85000,"11,112,000",2016/11/17,"11,088,000","11,143,000","11,081,000",1395/08/27
0.38%,42000,"11,113,000",2016/11/16,"11,130,000","11,136,000","11,090,000",1395/08/26
-0.1%,-11000,"11,105,500",2016/11/15,"11,119,000","11,160,000","11,051,000",1395/08/25
0.28%,31000,"11,103,500",2016/11/14,"11,150,000","11,155,000","11,052,000",1395/08/24
-0.46%,-51000,"11,076,500",2016/11/13,"11,099,000","11,099,000","11,054,000",1395/08/23
-0.3%,-33000,"11,061,000",2016/11/12,"11,066,000","11,080,000","11,042,000",1395/08/22
1.5%,166000,"11,247,500",2016/11/10,"11,232,000","11,285,000","11,210,000",1395/08/20
0.07%,8000,"11,319,500",2016/11/09,"11,240,000","11,399,000","11,240,000",1395/08/19
-0.63%,-70000,"11,190,500",2016/11/08,"11,170,000","11,222,000","11,159,000",1395/08/18
-0.09%,-10000,"11,176,500",2016/11/07,"11,160,000","11,213,000","11,140,000",1395/08/17
0.98%,109000,"11,265,500",2016/11/06,"11,269,000","11,279,000","11,252,000",1395/08/16
-0.21%,-24000,"11,226,000",2016/11/05,"11,245,000","11,247,000","11,205,000",1395/08/15
-0.14%,-16000,"11,236,000",2016/11/03,"11,229,000","11,268,000","11,204,000",1395/08/13
0.37%,42000,"11,241,500",2016/11/02,"11,271,000","11,281,000","11,202,000",1395/08/12
-0.82%,-92000,"11,154,000",2016/11/01,"11,179,000","11,186,000","11,122,000",1395/08/11
-0.56%,-62000,"11,140,000",2016/10/31,"11,117,000","11,180,000","11,100,000",1395/08/10
0.59%,66000,"11,144,500",2016/10/30,"11,183,000","11,186,000","11,103,000",1395/08/9
-0.74%,-82000,"11,116,500",2016/10/29,"11,101,000","11,145,000","11,088,000",1395/08/8
-0.05%,-5000,"11,068,000",2016/10/27,"11,096,000","11,099,000","11,037,000",1395/08/6
-0.07%,-8000,"11,114,000",2016/10/26,"11,088,000","11,164,000","11,064,000",1395/08/5
0.17%,19000,"11,072,500",2016/10/25,"11,107,000","11,110,000","11,035,000",1395/08/4
-0.71%,-78000,"11,006,000",2016/10/24,"11,029,000","11,046,000","10,966,000",1395/08/3
-0.5%,-55000,"10,964,500",2016/10/23,"10,974,000","10,981,000","10,948,000",1395/08/2
-0.09%,-10000,"10,952,000",2016/10/22,"10,964,000","10,968,000","10,936,000",1395/08/1
-0.18%,-20000,"10,945,500",2016/10/20,"10,944,000","10,963,000","10,928,000",1395/07/29
-0.19%,-21000,"10,943,500",2016/10/19,"10,923,000","10,968,000","10,919,000",1395/07/28
0.04%,4000,"10,908,000",2016/10/18,"10,927,000","10,936,000","10,880,000",1395/07/27
-0.4%,-44000,"10,861,000",2016/10/17,"10,883,000","10,883,000","10,839,000",1395/07/26
-0.41%,-44000,"10,834,000",2016/10/16,"10,839,000","10,843,000","10,825,000",1395/07/25
-0.01%,-1000,"10,831,000",2016/10/15,"10,838,000","10,850,000","10,812,000",1395/07/24
0.13%,14000,"10,848,000",2016/10/13,"10,852,000","10,860,000","10,836,000",1395/07/22
-0.16%,-17000,"10,832,500",2016/10/12,"10,835,000","10,835,000","10,830,000",1395/07/21
0.15%,16000,"10,851,000",2016/10/11,"10,851,000","10,851,000","10,851,000",1395/07/20
-0.03%,-3000,"10,854,500",2016/10/10,"10,848,000","10,864,000","10,845,000",1395/07/19
-0.12%,-13000,"10,831,000",2016/10/09,"10,835,000","10,840,000","10,822,000",1395/07/18
-0.06%,-7000,"10,830,000",2016/10/08,"10,828,000","10,835,000","10,825,000",1395/07/17
0.05%,5000,"10,857,500",2016/10/06,"10,833,000","10,894,000","10,821,000",1395/07/15
0.39%,42000,"10,883,500",2016/10/05,"10,875,000","10,930,000","10,837,000",1395/07/14
0.29%,32000,"11,019,500",2016/10/04,"10,907,000","11,150,000","10,889,000",1395/07/13
2.32%,253000,"11,169,000",2016/10/03,"11,160,000","11,183,000","11,155,000",1395/07/12
0.07%,8000,"11,158,500",2016/10/02,"11,168,000","11,170,000","11,147,000",1395/07/11
-0.11%,-12000,"11,148,500",2016/10/01,"11,156,000","11,160,000","11,137,000",1395/07/10
-0.04%,-5000,"11,144,500",2016/09/29,"11,151,000","11,153,000","11,136,000",1395/07/8
-0.05%,-6000,"11,149,500",2016/09/28,"11,145,000","11,164,000","11,135,000",1395/07/7
0.19%,21000,"11,171,000",2016/09/27,"11,166,000","11,185,000","11,157,000",1395/07/6
0.19%,21000,"11,174,500",2016/09/26,"11,187,000","11,193,000","11,156,000",1395/07/5
0.04%,5000,"11,187,500",2016/09/25,"11,192,000","11,200,000","11,175,000",1395/07/4
-0.13%,-15000,"11,195,000",2016/09/24,"11,177,000","11,216,000","11,174,000",1395/07/3
0.22%,25000,"11,213,000",2016/09/22,"11,202,000","11,230,000","11,196,000",1395/07/1
-0.22%,-25000,"11,162,500",2016/09/21,"11,177,000","11,183,000","11,142,000",1395/06/31
-0.37%,-41000,"11,127,500",2016/09/20,"11,136,000","11,143,000","11,112,000",1395/06/30
-0.05%,-6000,"11,146,000",2016/09/19,"11,130,000","11,166,000","11,126,000",1395/06/29
0.05%,6000,"11,129,500",2016/09/18,"11,136,000","11,138,000","11,121,000",1395/06/28
-0.09%,-10000,"11,121,000",2016/09/17,"11,126,000","11,130,000","11,112,000",1395/06/27
0.26%,29000,"11,161,000",2016/09/15,"11,155,000","11,190,000","11,132,000",1395/06/25
,0,"11,160,500",2016/09/14,"11,155,000","11,172,000","11,149,000",1395/06/24
0.05%,6000,"11,155,500",2016/09/13,"11,161,000","11,171,000","11,140,000",1395/06/23
-0.05%,-6000,"11,170,500",2016/09/12,"11,155,000","11,189,000","11,152,000",1395/06/22
0.13%,15000,"11,159,500",2016/09/11,"11,170,000","11,171,000","11,148,000",1395/06/21
-0.2%,-22000,"11,157,500",2016/09/10,"11,148,000","11,178,000","11,137,000",1395/06/20
0.64%,71000,"11,239,000",2016/09/08,"11,219,000","11,262,000","11,216,000",1395/06/18
-0.03%,-3000,"11,242,000",2016/09/07,"11,216,000","11,275,000","11,209,000",1395/06/17
0.12%,14000,"11,194,000",2016/09/06,"11,230,000","11,231,000","11,157,000",1395/06/16
-0.59%,-66000,"11,175,500",2016/09/05,"11,164,000","11,207,000","11,144,000",1395/06/15
0.3%,33000,"11,201,000",2016/09/04,"11,197,000","11,210,000","11,192,000",1395/06/14
0.01%,1000,"11,191,500",2016/09/03,"11,198,000","11,214,000","11,169,000",1395/06/13
-0.75%,-83000,"11,103,500",2016/09/01,"11,115,000","11,122,000","11,085,000",1395/06/11
-0.19%,-21000,"11,108,000",2016/08/31,"11,094,000","11,129,000","11,087,000",1395/06/10
0.3%,33000,"11,141,500",2016/08/30,"11,127,000","11,156,000","11,127,000",1395/06/9
0.21%,23000,"11,131,000",2016/08/29,"11,150,000","11,160,000","11,102,000",1395/06/8
-0.32%,-36000,"11,115,000",2016/08/28,"11,114,000","11,123,000","11,107,000",1395/06/7
0.01%,1000,"11,107,000",2016/08/27,"11,115,000","11,119,000","11,095,000",1395/06/6
-0.23%,-25000,"11,096,500",2016/08/25,"11,090,000","11,112,000","11,081,000",1395/06/4
0.06%,7000,"11,123,500",2016/08/24,"11,097,000","11,165,000","11,082,000",1395/06/3
0.59%,66000,"11,150,500",2016/08/23,"11,163,000","11,174,000","11,127,000",1395/06/2
-0.26%,-29000,"11,122,000",2016/08/22,"11,134,000","11,137,000","11,107,000",1395/06/1
0.12%,13000,"11,133,900",2016/08/21,"11,147,000","11,154,000","11,113,800",1395/05/31
-0.06%,-7000,"11,144,000",2016/08/20,"11,140,000","11,161,000","11,127,000",1395/05/30
0.58%,65000,"11,219,000",2016/08/18,"11,205,000","11,242,000","11,196,000",1395/05/28
-0.19%,-21000,"11,190,500",2016/08/17,"11,184,000","11,210,000","11,171,000",1395/05/27
0.04%,4000,"11,198,500",2016/08/16,"11,188,000","11,230,000","11,167,000",1395/05/26
-0.56%,-62000,"11,112,500",2016/08/15,"11,126,000","11,135,000","11,090,000",1395/05/25
-0.36%,-40000,"11,093,500",2016/08/14,"11,086,000","11,104,000","11,083,000",1395/05/24
0.03%,3000,"11,110,000",2016/08/13,"11,089,000","11,134,000","11,086,000",1395/05/23
0.96%,106000,"11,197,500",2016/08/11,"11,195,000","11,210,000","11,185,000",1395/05/21
0.13%,15000,"11,235,000",2016/08/10,"11,210,000","11,263,000","11,207,000",1395/05/20
-0.62%,-69000,"11,099,500",2016/08/09,"11,141,000","11,143,000","11,056,000",1395/05/19
-0.63%,-70000,"11,066,500",2016/08/08,"11,071,000","11,080,000","11,053,000",1395/05/18
-0.1%,-11000,"11,063,500",2016/08/07,"11,060,000","11,074,000","11,053,000",1395/05/17
-0.12%,-13000,"11,042,500",2016/08/06,"11,047,000","11,055,000","11,030,000",1395/05/16
1.43%,158000,"11,181,500",2016/08/04,"11,205,000","11,223,000","11,140,000",1395/05/14
-0.06%,-7000,"11,240,500",2016/08/03,"11,198,000","11,292,000","11,189,000",1395/05/13
0.79%,89000,"11,235,500",2016/08/02,"11,287,000","11,297,000","11,174,000",1395/05/12
-1.01%,-113000,"11,155,500",2016/08/01,"11,174,000","11,181,000","11,130,000",1395/05/11
-0.15%,-17000,"11,152,500",2016/07/31,"11,157,000","11,168,000","11,137,000",1395/05/10
0.04%,5000,"11,155,000",2016/07/30,"11,162,000","11,165,000","11,145,000",1395/05/9
-0.9%,-100000,"11,092,000",2016/07/28,"11,062,000","11,129,000","11,055,000",1395/05/7
-0.76%,-83000,"10,939,500",2016/07/27,"10,979,000","10,982,000","10,897,000",1395/05/6
-0.52%,-57000,"10,895,000",2016/07/26,"10,922,000","10,936,000","10,854,000",1395/05/5
-0.43%,-47000,"10,855,000",2016/07/25,"10,875,000","10,875,000","10,835,000",1395/05/4
-0.17%,-18000,"10,840,000",2016/07/24,"10,857,000","10,890,000","10,790,000",1395/05/3
0.14%,15000,"10,857,000",2016/07/23,"10,872,000","10,882,000","10,832,000",1395/05/2
0.22%,24000,"10,855,000",2016/07/21,"10,896,000","10,896,000","10,814,000",1395/04/31
-0.68%,-74000,"10,849,000",2016/07/20,"10,822,000","10,877,000","10,821,000",1395/04/30
0.49%,53000,"10,870,500",2016/07/19,"10,875,000","10,892,000","10,849,000",1395/04/29
-0.28%,-30500,"10,851,500",2016/07/18,"10,844,500","10,885,000","10,818,000",1395/04/28
0.46%,49500,"10,903,500",2016/07/17,"10,894,000","10,917,000","10,890,000",1395/04/27
0.18%,20000,"10,947,000",2016/07/16,"10,914,000","10,980,000","10,914,000",1395/04/26
0.24%,26000,"10,967,000",2016/07/14,"10,940,000","11,029,000","10,905,000",1395/04/24
0.76%,83000,"11,009,500",2016/07/13,"11,023,000","11,045,000","10,974,000",1395/04/23
0.43%,47000,"11,121,250",2016/07/12,"11,070,000","11,184,000","11,058,500",1395/04/22
0.85%,94000,"11,160,500",2016/07/11,"11,164,000","11,182,000","11,139,000",1395/04/21
0.21%,23000,"11,194,000",2016/07/10,"11,187,000","11,220,000","11,168,000",1395/04/20
0.14%,16000,"11,173,500",2016/07/09,"11,203,000","11,217,000","11,130,000",1395/04/19
-1.77%,-195000,"10,985,000",2016/07/05,"11,008,000","11,023,000","10,947,000",1395/04/15
-0.05%,-6000,"10,989,000",2016/07/04,"11,002,000","11,026,000","10,952,000",1395/04/14
-0.26%,-28000,"10,985,500",2016/07/03,"10,974,000","11,002,000","10,969,000",1395/04/13
0.47%,52000,"11,023,500",2016/07/02,"11,026,000","11,065,000","10,982,000",1395/04/12
-1.97%,-213000,"10,829,000",2016/06/30,"10,813,000","10,868,000","10,790,000",1395/04/10
0.67%,72000,"10,807,000",2016/06/29,"10,885,000","10,885,000","10,729,000",1395/04/9
-1.44%,-155000,"10,745,000",2016/06/28,"10,730,000","10,799,000","10,691,000",1395/04/8
0.25%,27000,"10,771,000",2016/06/27,"10,757,000","10,846,000","10,696,000",1395/04/7
-0.62%,-66000,"10,650,000",2016/06/26,"10,691,000","10,701,000","10,599,000",1395/04/6
-0.66%,-70000,"10,591,000",2016/06/25,"10,621,000","10,627,000","10,555,000",1395/04/5
